Code,Name,Lat,Lon,region1,region2
RYK,Rahim Yar Khan,58.672706,11.363636,Pakistan,Pakistan
RYN,Royan Medis,53.9381,21.546237,France,France
RYO,Rio Turbio,36.06282,136.262832,Argentina,Argentina
RZA,Santa Cruz,-50.01655,-68.579197,Argentina,Argentina
RZE,Jasionka ,50.109444,22.020555,Poland,Poland
RZN,Ryazan,52.896833,6.388782,Russian Federation,Russian Federation
RZR,Ramsar,36.9,50.6833,Iran,Iran
RZS,Sawan,,,Indonesia,Indonesia
RZZ,Roanoke Rapids,36.43949,-77.709837,United States,United States
SAA,Saratoga,-9.739974,161.552307,United States,United States
SAB,J. Yrausquin ,50.650395,13.76475,Netherlands Antilles,Netherlands Antilles
SAC,Sacramento Executive,42.422877,-95.002632,United States,United States
SAD,Safford,48.43135,35.264688,United States,United States
SAE,Sangir,59.786721,5.497079,Indonesia,Indonesia
SAF,Santa Fe Municipal Airport ,35.616779,-106.088139,United States,United States
SAG,Sagwon,15.7,-16.566667,United States,United States
SAH,Sana'a International ,15.476277,44.219639,Yemen,Yemen
SAJ,Sirajganj,25.151196,91.416999,Bangladesch,Bangladesch
SAK,Saudarkrokur,15.075129,-16.608862,Iceland,Iceland
SAL,Comalapa International ,13.442106,-89.055821,El Salvador,El Salvador
SAM,Salamo,26.825649,70.507462,Papua New Guinea,Papua New Guinea
SAN,San Diego Airport ,32.733577,-117.189656,United States,United States
SAP,Ramon Villeda Morales ,15.4559,-87.9273,Honduras,Honduras
SAQ,San Andros Airport ,,,Bahamas,Bahamas
SAR,Sparta Community,28.48616,73.749527,United States,United States
SAS,Salton City,15.57408,48.863892,United States,United States
SAT,San Antonio Airport ,29.533699,-98.46978,United States,United States
SAU,Sawu,-10.5,121.9,Indonesia,Indonesia
SAV,Savannah-Hilton Head ,32.128613,-81.204415,United States,United States
SAW,Sabiha Gokcen ,21.149811,94.155609,Turkey,Turkey
SAX,Sambu,38.537566,-0.818065,Panama,Panama
SAY,Salisbury,-23.9,-56.066667,Italy,Italy
SAZ,Sasstown Unificaton,42.733333,74.25,Liberia,Liberia
SBA,Santa Barbara Municipal Airport ,34.427203,-119.839823,United States,United States
SBB,Santa Barbara,46.915522,7.564192,Venezuela,Venezuela
SBC,Selbang,-5.316667,141.75,Papua New Guinea,Papua New Guinea
SBD,San Bernardino Norton Afb,34.101221,-117.245772,United States,United States
SBE,Suabi,-6.083333,142.3,Papua New Guinea,Papua New Guinea
SBG,Sabang,5.873333,95.340279,Indonesia,Indonesia
SBH,Gustaf III Airport ,17.884496,-62.839021,Guadeloupe,Guadeloupe
SBI,Koundara Sambailo,12.5724,-13.357708,Guinea,Guinea
SBJ,Sao Mateus,-18.720751,-39.83289,Brazil,Brazil
SBK,Tremuson ,,,France,France
SBL,Santa Ana Yacuma,-13.766667,-65.583333,Bolivia,Bolivia
SBM,Sheboygan,43.765057,-87.848779,United States,United States
SBN,South Bend Regional ,41.701005,-86.313626,United States,United States
SBO,Salina,39.029129,-111.838257,United States,United States
SBP,San Luis Obispo County-McChesney Field ,35.238389,-120.641413,United States,United States
SBQ,Sibi,29.583333,67.85,Pakistan,Pakistan
SBR,Saibai Island,-9.4,142.666667,Australia,Australia
SBS,Steamboat Springs,40.51605,-106.864606,United States,United States
SBT,San Bernardino,41.020866,29.044092,United States,United States
SBU,Springbok,-29.68975,17.93826,South Africa,South Africa
SBV,Sabah,-5.583333,155.05,Papua New Guinea,Papua New Guinea
SBW,Sibu Airport ,2.25602,111.98649,Malaysia,Malaysia
SBX,Shelby,48.540554,-111.871666,United States,United States
SBY,Wicomico Regional ,38.335875,-75.519098,United States,United States
SBZ,Sibiu Airport ,45.786667,24.091667,Romania,Romania
SCA,Santa Catalina,8.5,-76.175,Colombia,Colombia
SCB,Scribner State,41.612801,-96.628304,United States,United States
SCC,Prudhoe Bay-Deadhorse Airport ,70.194726,-148.46516,United States,United States
SCD,Sulaco,44.649293,-81.115552,Honduras,Honduras
SCE,University Park ,40.84928,-77.848671,United States,United States
SCF,Scottsdale-AZ,33.620525,-111.91567,United States,United States
SCG,Spring Creek,-18.637578,144.545502,Australia,Australia
SCI,San Cristobal,7.801667,-72.202774,Venezuela,Venezuela
SCJ,Smith Cove,55.440736,-132.349342,United States,United States
SCK,"Stockton, CA",37.895217,-121.237597,United States,United States
SCL,Arturo Merino Benitez ,,,Chile,Chile
SCM,SPB ,61.84454,-165.573746,United States,United States
SCN,Ensheim ,-15.789548,-47.883974,Germany,Germany
SCO,Aktau,43.642981,11.546259,Kazakhstan,Kazakhstan
SCP,St. Crepin/Vars St. Crepin,44.683333,6.583333,France,France
SCQ,Santiago De Compostela Airport ,42.899129,-8.416464,Spain,Spain
SCR,Wilkes-Barre/Scranton Municipal,43.043581,-77.427676,United States,United States
SCS,Scatsta ,-15.79709,-47.887339,United Kingdom,United Kingdom
SCT,Socotra,12.6333,53.9,Yemen,Yemen
SCU,Santiago Antonio M.,19.97,-75.835556,Cuba,Cuba
SCV,Salcea ,47.688332,26.354723,Romania,Romania
SCW,Syktyvkar,,,Russian Federation,Russian Federation
SCX,Salina Cruz Airport ,16.211901,-95.198601,Mexico,Mexico
SCY,San CristÃ_bal Airport ,50.307462,5.20917,Ecuador,Ecuador
SCZ,Santa Cruz,-11.616667,166.85,Solomon Islands,Solomon Islands
SDA,Bagdad-Saddam International,33.264168,44.235279,Iraq,Iraq
SDB,Saldanha Bay Langebaan,-32.96875,18.159529,South Africa,South Africa
SDC,Sandcreek,-15.789662,-47.89351,Guyana,Guyana
SDD,Lubango Banderia,-14.9333,13.5833,Angola,Angola
SDE,Santiago Del Estero,-27.755584,-64.299713,Argentina,Argentina
SDF,Standiford Field ,38.184978,-85.7412,United States,United States
SDG,Sanandaj,35.25,47.0167,Iran,Iran
SDH,Santa Rosa De Copan,14.816667,-88.75,Honduras,Honduras
SDI,Saidor,-5.616667,146.466667,Papua New Guinea,Papua New Guinea
SDJ,Sendai Airport ,38.138122,140.930029,Japan,Japan
SDK,Sandakan Airport ,5.897144,118.061759,Malaysia,Malaysia
SDL,Sundsvall-Harnosand ,52.686337,11.825976,Sweden,Sweden
SDM,San Diego Brown Field Municipal,32.576068,-116.979589,United States,United States
SDN,Sandane Airport ,61.766667,6.216667,Norway,Norway
SDO,Ryotsu Sado Island,-3.820132,-38.562904,Japan,Japan
SDP,Sandpoint Municipal Airport ,,,United States,United States
SDQ,Las Americas Int'l Airport ,18.429722,-69.66861,Dominican Republic,Dominican Republic
SDR,Santander Airport ,43.42587,-3.820354,Spain,Spain
SDS,Sado Shima,43,142.675,Japan,Japan
SDT,Saidu Sharif,34.813332,72.351387,Pakistan,Pakistan
SDU,Rio de Janeiro-Santos Dumont,-22.910157,-43.170868,Brazil,Brazil
SDV,Tel Aviv-Yafo Sde Dov,32.1166,34.7833,Israel,Israel
SDW,Sandwip,,,Bangladesch,Bangladesch
SDX,Sedona,34.848868,-111.788421,United States,United States
SDY,Richland Municipal ,47.706858,-104.19255,United States,United States
SEA,SeaTac Airport ,47.4436,-122.303066,United States,United States
SEB,Sabha,27.0006,14.4636,Libya,Libya
SEC,Serre Chevalier,49.846847,15.655891,France,France
SED,Sedom Hashnayim,31.14729,35.38175,Israel,Israel
SEE,San Diego Gillespie Field,47.084046,10.469867,United States,United States
SEF,Sebring,27.456456,-81.347366,United States,United States
SEG,Selinsgrove Penn Vally,40.820557,-76.863892,United States,United States
SEH,Senggeh,36.492344,65.790169,Indonesia,Indonesia
SEI,Senhor Do Bonfim,36.20686,133.335739,Brazil,Brazil
SEJ,Seydisfjordur,65.266667,-14,Iceland,Iceland
SEK,Ksar Es Souk,15.033132,-16.314661,Morocco,Morocco
SEL,Seoul - Gimpo International Airport,61.838558,9.419802,South Korea,South Korea
SEM,Selma Craig Afb,59.279233,10.327854,United States,United States
SEN,Southend airport ,9,2.883333,United Kingdom,United Kingdom
SEO,Seguela,14.576288,-15.860151,Ivory Coast,Ivory Coast
SEP,Stephenville,32.21525,-98.179008,United States,United States
SEQ,Sungai Pakning Bengkalis,1.366667,102.133333,Indonesia,Indonesia
SER,Seymour Freeman,15.665675,-16.447271,United States,United States
SES,Selma,32.45,-86.95,United States,United States
SET,San Esteban,15.166667,-85.8,Honduras,Honduras
SEU,Seronera,-2.416667,34.833333,Tanzania,Tanzania
SEV,Severodoneck,52.117349,34.517981,Ukraine,Ukraine
SEW,Siwa,35.970013,-94.071419,Egypt,Egypt
SEX,Sembach,,,Germany,Germany
SEY,Selibaby,-23.916667,-66.566667,Mauritania,Mauritania
SEZ,Seychelles Intl ,-4.6755,55.5129,Seychelles,Seychelles
SFA,Sfax El Maou ,34.7165,10.6844,Tunisia,Tunisia
SFB,Sanford Airport ,28.775768,-81.243532,United States,United States
SFC,St. Francois,16.251706,-61.284681,Guadeloupe,Guadeloupe
SFD,San Fernando De Apure Flecheras,7.882778,-67.443336,Venezuela,Venezuela
SFE,San Fernando,16.6,120.3,Philippines,Philippines
SFF,Spokane Felts Fld,47.685062,-117.319667,United States,United States
SFG,Esperance ,35.113082,-79.000754,Guadeloupe,Guadeloupe
SFH,San Felipe,44.542541,-72.528099,Mexico,Mexico
SFI,Safi,32.338099,-9.271216,Morocco,Morocco
SFJ,Sondre Stromfjord/Kangerlussuaq,67.016945,-50.689167,Greenland,Greenland
SFK,Soure,-0.7,-48.519444,Brazil,Brazil
SFL,Sao Filipe,14.899,-24.510213,Cape Verde,Cape Verde
SFM,Sanford,43.390548,-70.71027,United States,United States
SFN,Santa Fe,-31.711667,-60.811667,Argentina,Argentina
SFO,San Francisco Airport ,37.615463,-122.389903,United States,United States
SFP,Surfers Paradise,-28,153.433333,Australia,Australia
SFQ,Sanliurfa,37.094834,38.846311,Turkey,Turkey
SFS,Subic Bay,14.794444,120.271111,Philippines,Philippines
SFT,Skelleftea Airport ,64.625394,21.075661,Sweden,Sweden
SFU,Safia,-9.583333,148.633333,Papua New Guinea,Papua New Guinea
SFV,Santa Fe Do Sul,-20.216667,-50.933333,Brazil,Brazil
SFW,Santa Fe,8.533333,-81.083333,Panama,Panama
SFX,San Felix,8.35,-62.633333,Venezuela,Venezuela
SGA,Sheghnan,46.071603,-87.597342,Afghanistan,Afghanistan
SGB,Singaua,-6.7,147.133333,Papua New Guinea,Papua New Guinea
SGC,Surgut,36.336347,139.559569,Russian Federation,Russian Federation
SGD,Sonderborg Airport ,54.962212,9.793138,Denmark,Denmark
SGF,Springfield-Branson Rg ,37.241783,-93.384208,United States,United States
SGG,Simanggang,1.216667,111.45,Malaysia,Malaysia
SGI,Sargodha,,,Pakistan,Pakistan
SGJ,Sagarai,-10.383333,149.833333,Papua New Guinea,Papua New Guinea
SGK,Sangapi,-5.081978,144.769388,Papua New Guinea,Papua New Guinea
SGL,Manila Sangley Point Nas,41.371042,-76.38481,Philippines,Philippines
SGM,San Ignacio,27.295799,-112.9378,Mexico,Mexico
SGN,Tan Son Nhut Airport ,10.8166,106.6666,Vietnam,Vietnam
SGO,St. George,-15.793318,-47.864229,Australia,Australia
SGP,Shay Gap,-20.483333,120.1,Australia,Australia
SGQ,Sanggata,0.5,117.333333,Indonesia,Indonesia
SGR,Sugar Land Hull,29.628651,-95.654894,United States,United States
SGS,Sanga Sanga,5.046972,119.742973,Philippines,Philippines
SGT,Stuttgart,34.600555,-91.574448,United States,United States
SGU,St. George Municipal ,37.097084,-113.592044,United States,United States
SGV,Sierra Grande,51.110084,7.5132,Argentina,Argentina
SGW,Saginaw,,,United States,United States
SGX,Songea,-10.7008,35.5957,Tanzania,Tanzania
SGY,Skagway Airport,59.460059,-135.31566,United States,United States
SGZ,Singora,7.188935,100.602426,Thailand,Thailand
SHA,Hongqiao International Airport ,34.958858,33.381279,China,China
SHB,Nakashibetsu,,,Japan,Japan
SHC,Indaselassie,14.083333,38.283333,Ethiopia,Ethiopia
SHD,Shenandoah Valley ,38.263839,-78.89644,United States,United States
SHE,Shenyang Airport ,34.078671,77.642502,China,China
SHF,Shanhaiguan,,,China,China
SHG,Shungnak Airport,66.889168,-157.150513,United States,United States
SHH,Shishmaref Airport,66.249443,-166.089447,United States,United States
SHI,Shimojishima,24.826944,125.145554,Japan,Japan
SHJ,Sharjah Airport ,25.329257,55.515316,United Arab Emirates,United Arab Emirates
SHK,Sehonghong,-29.9,28.25,Lesotho,Lesotho
SHL,Shillong Barapani,50.613756,10.690143,India,India
SHM,Nanki Shirahama,33.662372,135.3604,Japan,Japan
SHN,Shelton,47.238464,-123.147475,United States,United States
SHO,Sokcho Solak,35.547192,134.778595,South Korea,South Korea
SHP,Qinhuangdao,45.016667,119.75,China,China
SHQ,Southport,-27.952591,153.412449,Australia,Australia
SHR,Sheridan Airport ,44.771435,-106.973788,United States,United States
SHS,Shashi,-15.793668,-47.889789,China,China
SHT,Shepparton,-36.42889,145.392776,Australia,Australia
SHU,Smith Point,36.666667,110.766667,Australia,Australia
SHV,Regional ,32.446629,-93.8256,United States,United States
SHW,Sharurah,17.4666,47.1166,Saudi Arabia,Saudi Arabia
SHX,Shageluk,62.695118,-159.569061,United States,United States
SHY,Shinyanga,-3.600098,33.501401,Tanzania,Tanzania
SHZ,Seshute'S,-30.583333,28,Lesotho,Lesotho
SIA,Xi An Xiguan,1.116667,29.766667,China,China
SIB,Sibiti,23.6674,58.1887,Republic of  Congo,Republic of  Congo
SIC,Sinop,46.944,23.905279,Turkey,Turkey
SID,Amilcar Cabral Intl ,45.124547,19.230945,Cape Verde,Cape Verde
SIE,Sines,13.47482,-5.810419,Portugal,Portugal
SIF,Simra,27.1666,84.9833,Nepal,Nepal
SIG,Fernando Luis Ribas Dominicci Airport,48.053337,9.269767,Puerto Rico,Puerto Rico
SIH,Silgadi Doti,29.2502,80.9677,Nepal,Nepal
SII,Sidi Ifni,4.6,7.416667,Morocco,Morocco
SIJ,Siglufjordur,66.133333,-18.916667,Iceland,Iceland
SIK,Sikeston Memorial,63.460357,22.335018,United States,United States
SIL,Sila,14.2,-14.55,Papua New Guinea,Papua New Guinea
SIM,Simbai,13.78552,-2.57895,Papua New Guinea,Papua New Guinea
SIN,Changi airport ,1.3594,103.8303,Singapore,Singapore
SIO,Smithton,-5.955102,147.370407,Australia,Australia
SIP,Simferopol Airport ,35.126413,33.429859,Ukraine,Ukraine
SIQ,Singkep Dabo,-0.47925,104.579308,Indonesia,Indonesia
SIR,Sion,14.45184,24.060551,Switzerland,Switzerland
SIS,Sishen,35.206566,47.27956,South Africa,South Africa
SIT,Sitka Airport ,57.048003,-135.361507,United States,United States
SIU,Siuna,-9.168262,149.298798,Nicaragua,Nicaragua
SIV,Sullivan County,39.10975,-87.454162,United States,United States
SIX,Singleton,37.369271,-81.638133,Australia,Australia
SIY,Montague,41.781418,-122.468111,United States,United States
SIZ,Sissano,-2.99999,142.0458,Papua New Guinea,Papua New Guinea
SJA,San Juan,-15.35732,-75.136238,Peru,Peru
SJB,San Joaquin,-13.052917,-64.660553,Bolivia,Bolivia
SJC,San Jose International Airport ,37.368987,-121.929934,United States,United States
SJD,Los Cabos Airport ,23.1553,-109.725,Mexico,Mexico
SJE,San Jose Del Guaviaro,2.580556,-72.639168,Colombia,Colombia
SJF,St. John,18.333333,-64.75,United States Virgin Islands,United States Virgin Islands
SJG,San Pedro Jagua,4.65,-73.333333,Colombia,Colombia
SJH,San Juan Del Cesar,10.766667,-73.016667,Colombia,Colombia
SJI,San Jose Mcguire Fd,12.361111,121.047226,Philippines,Philippines
SJJ,Butmir ,43.826384,18.337197,Bosnia & Herzegovina,Bosnia & Herzegovina
SJK,Sao Jose Dos Campos,-15.858553,-47.95832,Brazil,Brazil
SJL,Sao Gabriel,-0.148444,-66.985527,Brazil,Brazil
SJM,San Juan Airport ,18.833333,-71.233333,Dominican Republic,Dominican Republic
SJN,St. Johns,34.519371,-109.375646,United States,United States
SJO,Juan Santamaria Intl ,9.995526,-84.209884,Costa Rica,Costa Rica
SJP,Sao Jose Do Rio Preto Airport ,-20.817124,-49.408048,Brazil,Brazil
SJQ,Sesheke,-17.45,24.366667,Zambia,Zambia
SJR,San Juan De Uraba,8.766667,-76.533333,Colombia,Colombia
SJS,San Jose,41.166168,-81.493446,Bolivia,Bolivia
SJT,Mathis Fld ,31.357749,-100.49631,United States,United States
SJU,Luis Munoz Marin Intl ,18.43702,-66.00444,Puerto Rico,Puerto Rico
SJV,San Javier,-16.233333,-62.416667,Bolivia,Bolivia
SJW,Shijiazhuang,,,China,China
SJX,Sartaneja,18.3,-88.333333,Belize,Belize
SJY,Ilmajoki ,62.69199,22.831549,Finland,Finland
SJZ,Sao Jorge Island Airport ,38.665554,-28.178333,Portugal,Portugal
SKA,Spokane Fairchild Air Force Base,47.615002,-117.658058,United States,United States
SKB,Robert L Bradshaw International ,17.31086,-62.718431,Saint Kitts and Nevis,Saint Kitts and Nevis
SKC,Suki,-8.15,141.716667,Papua New Guinea,Papua New Guinea
SKD,Samarkand,39.7,67,Uzbekistan,Uzbekistan
SKE,Skien Geiterygen,59.184961,9.567954,Norway,Norway
SKF,San Antonio Kelly Afb,29.383098,-98.582769,United States,United States
SKG,Makedonia Apt. ,40.526692,22.970447,Greece,Greece
SKH,Surkhet,28.583333,81.633333,Nepal,Nepal
SKI,Skikda Valee,,,Algeria,Algeria
SKJ,Sitkinak,56.533333,-154.133333,United States,United States
SKK,Shaktoolik,64.366661,-161.213702,United States,United States
SKL,Isle Of Skye Broadford,57.333333,-6.25,United Kingdom,United Kingdom
SKM,Skeldon,5.877778,-57.175,Guyana,Guyana
SKN,Skagen ,,,Norway,Norway
SKO,Sokoto,33.416667,68.783333,Nigeria,Nigeria
SKP,Skopje Airport ,41.956739,21.629017,Macedonia,Macedonia
SKQ,Sekakes,,,Lesotho,Lesotho
SKR,Shakiso,5.732997,38.917492,Ethiopia,Ethiopia
SKS,Skrydstrup,55.219444,9.265278,Denmark,Denmark
SKT,Sialkot,32.5,74.516667,Pakistan,Pakistan
SKU,Skiros Airport ,38.967224,24.487499,Greece,Greece
SKV,Santa Katarina-Mount Sinai,28.668333,34.065556,Egypt,Egypt
SKW,Skwentna,,,United States,United States
SKX,Taos Regional Airport,,,Russian Federation,Russian Federation
SKY,Sandusky Griffing,37.117222,-83.736114,United States,United States
SKZ,Sukkur,27.7166,68.8,Pakistan,Pakistan
SLA,MartÃ_n Miguel de GÃ_emes International Airport ,-24.855897,-65.486153,Argentina,Argentina
SLB,Storm Lake,42.59718,-95.240245,United States,United States
SLC,Salt Lake City Airport ,40.78839,-111.97778,United States,United States
SLD,Sliac Airport ,48.640698,19.14061,Slovakia,Slovakia
SLE,Salem-OR,44.908642,-123.0002,United States,United States
SLF,Sulayel,20.4667,45.6167,Saudi Arabia,Saudi Arabia
SLG,Siloam Springs Smith Fld,36.19031,-94.489929,United States,United States
SLH,Sola,,,Vanuatu,Vanuatu
SLI,Solwezi,-12.172222,26.366667,Zambia,Zambia
SLJ,Chandler Stellar,33.298784,-111.916096,United States,United States
SLK,Adirondack ,44.380745,-74.2036,United States,United States
SLL,Salalah Airport ,17.0333,54.1,Oman,Oman
SLM,Matacan ,40.951457,-5.501371,Spain,Spain
SLN,Salina Municipal Airport,38.777909,-97.640496,United States,United States
SLO,Salem Leckrone,38.642948,-88.963954,United States,United States
SLP,San Luis Potosi Airport ,22.2533,-100.935,Mexico,Mexico
SLQ,Sleetmute,61.709312,-157.155701,United States,United States
SLR,Sulphur Springs,33.156741,-95.619603,United States,United States
SLS,Silistra,49.358462,6.763545,Bulgaria,Bulgaria
SLT,Salida,38.53847,-106.048619,United States,United States
SLU,Vigie airport ,14.019959,-60.993122,Saint Lucia,Saint Lucia
SLV,Simla,31.076389,77.072777,India,India
SLW,Plan de Guadalupe ,25.5467,-100.9289,Mexico,Mexico
SLX,Salt Cay,,,Turks and Caicos Islands,Turks and Caicos Islands
SLY,Salekhard,,,Russian Federation,Russian Federation
SLZ,Marechal Cunha Machado ,-2.588757,-44.236615,Brazil,Brazil
SMA,Vila Do Porto ,36.965557,-25.17,Portugal,Portugal
SMB,Cerro El Sombrero,-52.736789,-69.334162,Chile,Chile
SMC,Santa Maria,-15.793413,-48.147241,Colombia,Colombia
SMD,Fort Wayne Smith Field,41.143386,-85.154731,United States,United States
SME,Somerset Pulaski Co,37.055366,-84.613392,United States,United States
SMF,Sacramento Intl Airport ,38.6919,-121.593,United States,United States
SMG,Santa Maria,-11.934935,-69.083764,Peru,Peru
SMH,Sapmanga,-6.083333,146.75,Papua New Guinea,Papua New Guinea
SMI,Samos Airport ,37.689999,26.912777,Greece,Greece
SMJ,Sim,-7.666667,146.833333,Papua New Guinea,Papua New Guinea
SMK,St. Michael,63.490051,-162.110367,United States,United States
SML,Estate Airstrip ,23.583334,-75.268059,Bahamas,Bahamas
SMM,Semporna,4.45,118.6,Malaysia,Malaysia
SMN,Salmon,45.12048,-113.882011,United States,United States
SMP,Stockholm,-4.566667,151.966667,Papua New Guinea,Papua New Guinea
SMQ,Sampit,,,Indonesia,Indonesia
SMR,Simon Bolivar ,11.124132,-74.223554,Colombia,Colombia
SMS,Sainte-Marie,-17.0833,49.8166,Madagascar,Madagascar
SMT,Sun Moon Lake,38.703752,-93.214677,Taiwan,Taiwan
SMU,Sheep Mountain,-15.771927,-47.923755,United States,United States
SMV,St. Moritz Samedan,46.530162,9.878351,Switzerland,Switzerland
SMW,Smara,51.193961,6.402935,Morocco,Morocco
SMX,Santa Maria Pub-Capt G. Allan Hancock Field ,34.898032,-120.450534,United States,United States
SMY,Simenti,13.051004,-13.300635,Senegal,Senegal
SMZ,Stoelmanseiland,5.075,-55.008333,Suriname,Suriname
SNA,John Wayne Airport ,33.677147,-117.867495,United States,United States
SNB,Snake Bay,-11.418278,130.648012,Australia,Australia
SNC,Salinas,-2.205746,-80.986165,Ecuador,Ecuador
SND,Seno,16.670694,105.00872,Laos,Laos
SNE,Sao Nicolau Preguica,16.587778,-24.28389,Cape Verde,Cape Verde
SNF,San Felipe,10.281389,-68.754723,Venezuela,Venezuela
SNG,San Ignacio De Velasco,-16.365565,-60.951399,Bolivia,Bolivia
SNH,Stanthorpe,-28.620081,151.97918,Australia,Australia
SNI,Sinoe Murray,5.033333,-9.064444,Liberia,Liberia
SNJ,San Julian,22.095294,-84.152011,Cuba,Cuba
SNK,Snyder,32.694838,-100.952835,United States,United States
SNL,Shawnee Municipal,35.355472,-96.940905,United States,United States
SNM,San Ignacio De Moxos,-14.966666,-65.633331,Bolivia,Bolivia
SNN,Shannon Airport ,52.700209,-8.922998,Ireland,Ireland
SNO,Sakon Nakhon,17.19694,104.116318,Thailand,Thailand
SNP,Saint Paul Island Airport,,,United States,United States
SNQ,San Quintin,30.5,-116,Mexico,Mexico
SNR,St. Nazaire Montoir,47.311945,-2.149293,France,France
SNS,Salinas-CA,36.66526,-121.611756,United States,United States
SNT,Sabana De Torres,7.666667,-73.008333,Colombia,Colombia
SNU,Santa Clara,22.492192,-79.943611,Cuba,Cuba
SNV,Santa Elena,4.684477,-61.182628,Venezuela,Venezuela
SNW,Thandwe,18.46,94.3,Myanmar,Myanmar
SNX,Sabana De La Mar,19.066667,-69.383333,Dominican Republic,Dominican Republic
SNY,Sidney,41.100465,-102.986186,United States,United States
SOB,Saarmelleek-Balaton ,46.685276,17.163055,Hungary,Hungary
SOC,Adi Sumarmo ,-7.49999,110.75,Indonesia,Indonesia
SOD,Sorocaba,,,Brazil,Brazil
SOE,Souanke,57.922833,27.558902,Republic of  Congo,Republic of  Congo
SOF,Sofia Airport ,42.688934,23.402411,Bulgaria,Bulgaria
SOG,Haukasen ,61.156484,7.136959,Norway,Norway
SOH,Solita,,,Colombia,Colombia
SOI,South Molle Island,14.22175,-4.28248,Australia,Australia
SOJ,Sorkjosen Airport ,69.786839,20.959444,Norway,Norway
SOK,Semongkong,48.094431,17.965311,Lesotho,Lesotho
SOL,Solomon,48.926744,21.597333,United States,United States
SOM,San Tome,48.29763,22.501637,Venezuela,Venezuela
SON,Santo,-15.508667,167.213165,Vanuatu,Vanuatu
SOO,Soderhamn,57.674048,11.661918,Sweden,Sweden
SOP,Pinehurst,14.488536,-16.444675,United States,United States
SOQ,Sorong Jefman,27.697577,-97.263697,Indonesia,Indonesia
SOR,Al Thaurah,29.29368,62.796169,Syria,Syria
SOT,Sodankylae,39.621105,-0.910013,Finland,Finland
SOU,Eastleigh ,50.950385,-1.361468,United Kingdom,United Kingdom
SOV,Seldovia Airport,59.44244,-151.704056,United States,United States
SOW,Show Low Airport ,34.265721,-110.003208,United States,United States
SOX,Sogamoso,54.237374,-8.244247,Colombia,Colombia
SOY,Stronsay,50.285628,5.510911,United Kingdom,United Kingdom
SOZ,Solenzara,41.924416,9.406,France,France
SPB,St Thomas Island Spb,60.116667,-158.583333,United States Virgin Islands,United States Virgin Islands
SPC,La Palma ,,,Spain,Spain
SPD,Saidpur,25.760834,88.906113,Bangladesch,Bangladesch
SPE,Sepulot,4.716667,116.466667,Malaysia,Malaysia
SPF,Spearfish Black Hill,44.482131,-103.779857,United States,United States
SPH,Sopu,-9,147.766667,Papua New Guinea,Papua New Guinea
SPI,Capital ,39.842873,-89.677381,United States,United States
SPJ,Sparta,36.97361,22.526388,Greece,Greece
SPL,Schiphol,29.659121,-95.428833,Netherlands,Netherlands
SPN,Saipan International Airport ,,,Northern Mariana Islands,Northern Mariana Islands
SPO,Sao Paulo de Olivenca,-15.829442,-47.940435,Brazil,Brazil
SPP,Menongue Serpa,-15.791134,-47.828889,Angola,Angola
SPQ,San Pedro,30.476543,-83.705904,United States,United States
SPR,San Pedro,17.916111,-87.966111,Belize,Belize
SPS,Sheppard AFB ,33.986304,-98.494608,United States,United States
SPT,Sipitang,5.083333,115.55,Malaysia,Malaysia
SPU,Split Airport ,43.54015,16.299965,Croatia,Croatia
SPV,Sepik Plains,45.679165,11.56999,Papua New Guinea,Papua New Guinea
SPW,Spencer,43.165096,-95.200885,United States,United States
SPX,Houston Spaceland,29.508333,-95.051392,United States,United States
SPY,San Pedro,50.482213,4.704288,Ivory Coast,Ivory Coast
SPZ,Springdale,36.175796,-94.120076,United States,United States
SQB,Santa Ana,4.756111,-75.955002,Colombia,Colombia
SQC,Southern Cross,-31.216667,119.316667,Australia,Australia
SQE,San Luis De Palenque,5.4,-71.7,Colombia,Colombia
SQF,Solano,,,Colombia,Colombia
SQG,Sintang,,,Indonesia,Indonesia
SQH,Na-San,21.215981,104.0364,Vietnam,Vietnam
SQI,Sterling/Rock Falls,41.744067,-89.673622,United States,United States
SQL,San Carlos,37.51628,-122.251744,United States,United States
SQM,Sao Miguel Do Araguaia,,,Brazil,Brazil
SQN,Sanana,-2.066667,125.966667,Indonesia,Indonesia
SQO,Gunnarn,64.9615,17.695574,Sweden,Sweden
SQP,Starcke,37.51628,-122.251744,Australia,Australia
SQR,Soroako,-2.53329,121.35,Indonesia,Indonesia
SQV,Sequim Sequim Vly,48.098057,-123.187225,United States,United States
SRA,Santa Rosa,-27.9083,-54.521702,Brazil,Brazil
SRB,Santa Rosa,-14.166667,-66.883333,Bolivia,Bolivia
SRC,Searcy,35.211692,-91.738118,United States,United States
SRD,San Ramon,37.996475,-84.441873,Bolivia,Bolivia
SRE,Sucre Airport ,-19.00639,-65.28833,Bolivia,Bolivia
SRG,Achmad Uani ,-6.98329,110.3833,Indonesia,Indonesia
SRH,Sarh,17.561738,-99.505181,Chad,Chad
SRI,Samarinda Temenggung,7.873054,80.771797,Indonesia,Indonesia
SRJ,San Borja Guardia,-14.942042,-66.740266,Bolivia,Bolivia
SRK,Sierra Leone,,,Republic of Sierra Leone,Republic of Sierra Leone
SRL,Santa Rosalia,45.252916,10.67808,Mexico,Mexico
SRM,Sandringham,-24.05,139.066667,Australia,Australia
